Part No.,Part description,Group number,Group name
TST-001,Test Moulding,AG-00071,Testing
TT-390 24kw,Oil Heater (Tool Temp),AG-00035,Trial Equipment
UK-STANDARD-PALLET-1MX1.2M,PALLET,AG-00007,Packaging
UK/IRE Adapter,Jack Plug Boxed UK/IRE,AG-00001,Bought Outs
UNIVERSAL SIDE,UNIVERSAL SIDE Q4 / US 9 Facing Onboarding CTU Project,AG-00006,Finished Goods
USA Electric Driver + Jack Plug EXT,Jack Plug Boxed,AG-00001,Bought Outs
UVS-01 BLACK  DBM/PA1410/18168,UV Stabiliser and Black MB,AG-00078,Raw Material Masterbatch
UVS-02 BLUE MB DBM/PA1419/121192,UV Stabiliser and Blue MB,AG-00078,Raw Material Masterbatch
UVS-03 GREEN MB - DBM/PA1418/13887 DO NOT USE,UV Stabiliser and Green MB 3% PAN 368C,AG-00078,Raw Material Masterbatch
UVS-04 ORANGE MB - DBM/PA1417/141493,UV Stabiliser and Orange MB 3% PAN 165C,AG-00078,Raw Material Masterbatch
UVS-05 RED MB - DBM /PA 1420/141494 2% DO NOT USE,UV Stabiliser and Red MB 2%,AG-00078,Raw Material Masterbatch
UVS-06 YELLOW MB - DBM/PA1436/15758,UV Stabilser and Yellow MB 3%,AG-00078,Raw Material Masterbatch
UVS-07 GRAPHITE/PEWTER MB - DBM/PA1422/171768,UV Stabiliser and Graphite MB 3%,AG-00078,Raw Material Masterbatch
UVS-08 SILVER MB - DBM/PA1421/171767,UV Stabiliser and Silver MB,AG-00078,Raw Material Masterbatch
UVS-09 WHITE MB - DBM/PA1424/111155,UV Stabiliser and White MB,AG-00078,Raw Material Masterbatch
UVS-10 SKY BLUE MB - DBM/PA1426/111155 DO NOT USE,UV Stabiliser and Sky Blue MB 3%,AG-00078,Raw Material Masterbatch
UVS-11 BRONZE MB - DBM/PA1428/16760 DO NOT USE,UV Stabiliser and Bronze MB 3%,AG-00078,Raw Material Masterbatch
UVS-12 PURPLE MB - DBM/PA1427/121193,UV Stabilser and Purple MB 3%,AG-00078,Raw Material Masterbatch
UVS-13 PINK DBM/PA1448/141521,"UV Stabiliser and Pink MB 7% Prof, 10% clip",AG-00078,Raw Material Masterbatch
UVS-14 GOLD DBM/PA1429/15756 DO NOT USE,UV Stabiliser and Gold MB 3%,AG-00078,Raw Material Masterbatch
UVS-15 LIGHT BLUE MB - DBM/PA1451/121206,UV Stabiliser and Sky Blue MB 3% NEW,AG-00078,Raw Material Masterbatch
UVS-16 PURPLE  DBM/PA1455/121207,UV Stabiliser and Purple MB 3% NEW,AG-00078,Raw Material Masterbatch
UVS-17 ULTRAMARINE BLUE  DBM/PA1456/121208,UV Stabiliser and Ultramarine Blue MB 3% NEW,AG-00078,Raw Material Masterbatch
UVS-18 RED BROADWAY SCM53394 DO NOT USE,UV Stabiliser and Red MB,AG-00078,Raw Material Masterbatch
UVS-19 GOLD DBM/PA1453/15765,UV Stabiliser and Gold MB,AG-00078,Raw Material Masterbatch
UVS-20 BRONZE MB - DBM/PA1472/16769,UV Stabiliser and Bronze MB,AG-00078,Raw Material Masterbatch
UVS-21 LIME GREEN MB - DBM/PA1458/13903,UV Stabiliser and Green MB,AG-00078,Raw Material Masterbatch
UVS-22 DARK RED MB - DBM/PA1468/141529,UV Stabiliser and Dark Red MB 5 %,AG-00078,Raw Material Masterbatch
UVS-23 ORANGE MB - DBM/PA1459/141524,UV Stabiliser and Orange MB 3%,AG-00078,Raw Material Masterbatch
UVS-24 ULTRAMARINE BLUE  DBM/PA1419/121192 NEW,UV Stabiliser and Ultramarine Blue MB 3%,AG-00078,Raw Material Masterbatch
UVS-25 RED MB - DBM /PA1420/141494 NEW,UV Stabiliser and Red MB 3%,AG-00078,Raw Material Masterbatch
V010210A-S-ASSY,RIMM3897 TESTER BASE 3F COT-19-25 020207AG1-CLR-ASSY,AG-00006,Finished Goods
V010210B-S-ASSY,RIMM3898 TESTER BASE 4F COT-16-24 020207AG2-CLR-ASSY,AG-00006,Finished Goods
V010312A-S,RIMM4510 LIP STICK GLORIFIER MOISTURE RENEW LIPSTICK COT-24-36,AG-00006,Finished Goods
V010312B-S,RIMM4508 LIP STICK GLORIFIER LASTING FINISH LIPSTICK COT-28-22,AG-00006,Finished Goods
V010312C-M-ASSY,RIMM4509 TESTER DRAW POWDER 9 FACE COT-18-37,AG-00006,Finished Goods
V010607A-S,RIMM3019 EXAG.+PROF. EYES 2+2 FACE COT-30-27,AG-00006,Finished Goods
V010607A-S-CUTDOWN01,RIMM3019 EXAG.+PROF. EYES 2+1 FACE COT-30-27,AG-00006,Finished Goods
V010607C-S,RIMM3049 EXAG.+PROF EYES 3+2 FACE COT-6-26,AG-00006,Finished Goods
V010607C-S-CUTDOWN01,RIMM3049 EXAG.+PROF EYES 3+1 FACE COT-6-26,AG-00006,Finished Goods
V010609B-M-ASSY1,RIMM3747 STAY GLOSSY 6F STD FORMING COT-4-14,AG-00006,Finished Goods
V020408A-M-ASSY,COMPACT BRONZING POWDER 1 FACE COS-8-24,AG-00006,Finished Goods
V020408A-M-ASSY-M8,COMPACT BRONZING POWDER 1 FACE COS-8-24,AG-00006,Finished Goods
V020607D-M-CUT/DOWN3,RIMM3059 VOL FLASH 4F BOTH SIDES REQUIRE D COT-31-12,AG-00006,Finished Goods
V020607D-M-CUT/DOWN9,RIMM3059 VOL FLASH 4F BOTH SIDES REQUIRE D COT-31-12,AG-00006,Finished Goods
V020607D-M-CUTDOWN02,RIMM3059 VOL FLASH 2F CUT DOWN TO 45MM MED/2IMP COT-31-12,AG-00006,Finished Goods
V020607F-S,RIMM3103 RECOVER CONCEALER 4 FACE COT-14-19,AG-00006,Finished Goods
V021209A-M,RIMM3856 COUNTER UNIT CARRIAGE 298MM WIDE COT-7-7,AG-00006,Finished Goods
V021209E-S,RIMM3855 MAXI BRONZER 1+1 FACE COT-4-16,AG-00006,Finished Goods
V030309B-M-ASSY,RIMM3709 STAY GLOSSY LIP GLOSS 7 FACE COT-4-34,AG-00006,Finished Goods
V030412A-S-ASSY,RIMM4517 TESTER DRAW MONO 9 FACE COT-28-29,AG-00006,Finished Goods
V030811B-M-ASSY,RIMM4255 RENEW & LIFT & WAKE ME UP DUAL LOCATION 5 FACE COT-15-6,AG-00006,Finished Goods
V030811B-M-ASSY1,RIMM4255 RENEW &LIFT& WAKE ME UP DUAL LOCATION 5F STOCKREDUCER COT-15-6,AG-00006,Finished Goods
V030811D-M,RIMM4249 COT-12-1,AG-00006,Finished Goods
V030811E-M-CNC,RIMM4229 20CM GLAM EYES DUO 2+2 FACE COT-27-11,AG-00006,Finished Goods
V030811G-M,RIMM4252 10CM DAY2NIGHT & SCANDAL & VOL ACC 3 FACE COT-24-13,AG-00006,Finished Goods
V031109A-S-ASSY,MOULDING BASE FOR 080305BC-CLR-2H-ASSY LOR-3-7,AG-00006,Finished Goods
V040208D-S,RIMM3429 CUTEX 100ML 1F COT-13-25,AG-00006,Finished Goods
V040208F-S-CUTDOWN01,RIMM3431 EXTRA SUPER LASH 5 FACE COT-14-24 SMA/2IMP,AG-00006,Finished Goods
V040607C-S,RIMM3157 STD MASCARA 7F COT-14-23 SMA/2IMP,AG-00006,Finished Goods
V041111A-M-ASSY,LUMI PRIMER +PEN LOCATION 1+6 FACE COS-6-19,AG-00006,Finished Goods
V041111B-M,LUMI MAGIQUE 5 FACE SSR-FACE-055 COS-1-4,AG-00006,Finished Goods
V041111E-M,AF041111004 NUDE MAGIQUE 2 FACE SSR-FACE-058 COS-4-17,AG-00006,Finished Goods
V050112C-M-CNC,RIMM4412 20CM MONO 3+3+3F COT-25-35,AG-00006,Finished Goods
V050112D-M,RIMM4411 20CM NAILS 5+5F BLACK PETG COT-26-3,AG-00006,Finished Goods
V051110A-M,PACKAGING CARRIER FOR DUMMY 50PADS + 2 KEYS COS-14-29,AG-00006,Finished Goods
V060309A-S-ASSY,RIMM3410 TESTER LOCATION FOR RIMM3209 COT-3-26 *SONIC TOGETHER*,AG-00006,Finished Goods
V060406E,BOOT000 COVER UP STICK MO ULDING PACKER COS-14-21,AG-00006,Finished Goods
V060607D-S,RIMM3167 EXAG. EYELINER 1 FACE COT-18-25 SMA/7IMP,AG-00006,Finished Goods
V060607D-S-ASSY1,RIMM3167 EXAG. EYELINER 3 STOCK ONLY!!! COT-18-25 WITH STOCK REDUCER,AG-00006,Finished Goods
V060607E-S,RIMM3168 PROF. EYELINER 1 FACE COT-30-30,AG-00006,Finished Goods
V060607E-S-ASSY01,RIMM3168 PROF. EYELINER 1 FACE COT-30-30 WITH STOCK REDUCER 3STOCK,AG-00006,Finished Goods
V060705A,LIP CASSETTE SPACER 8.5MM COS-14-25,AG-00006,Finished Goods
V060705A/1,BOOT0000 LIP CASSETTE SPA CER 8.5MM 2MM PETG COS-14-25,AG-00006,Finished Goods
V070509A-L-ASSY (medium),RIMM3743 POWDER PUSH FEED 5 FACE VR18-3,AG-00006,Finished Goods
V070607D-S,RIMM3172 RECOVER FOUNDATION 2 FACE COT-6-27,AG-00006,Finished Goods
V070607F1-S-ASSY-SSR,PENCIL CASS ASSY-8F RAMP & MLD CASSX2 B27-20 FLANGE FRONT 9mm BACK 3mm,AG-00006,Finished Goods
V070607F2-S-ASSY-SSR,PENCIL CASS ASSY-12F RAMP & MLD LOR-1-27 FLANGE FRONT 9mm BANK 3mm,AG-00006,Finished Goods
V080108E-S,RIMM3415 TESTER DRAW POWDER 12 FACE COT-31-11 SMA/1IMP,AG-00006,Finished Goods
V080210A-S-WHITE,SCREW COVER COS-11-17,AG-00006,Finished Goods
V080611A-S,CORRECTING PRIMERS 4 FACE LOR-1-24,AG-00006,Finished Goods
V080905A-M-ASSY2,DOUBLE EXTENSION MASACARA 3 HIGH (SSR) LOR-2-21,AG-00006,Finished Goods
V090112A-M,RIMM4247 20CM DAY 2 NIGHT / VOL ACCELERATOR 7 FACE COT-25-31,AG-00006,Finished Goods
V090210A-M-ASSY,RIMM3910 TESTER DRAW MONO 9 FACE COT-19-34,AG-00006,Finished Goods
V090311C-S,RIMM4146 DAY TO NIGHT 4F COT-14-20,AG-00006,Finished Goods
V090408A-S,RIMM3499 SUNSHIMMER BRONZING MOUSSE 2 FACE COT-29-21,AG-00006,Finished Goods
V091111A-M-ASSY,RIMM4365 WAKE ME UP & RENEW NAD LIFT 3 FACE SNIP & BEND COT-23-10,AG-00006,Finished Goods
V100610B-M-ASSY,RIMM3982 GLAM EYES MONOS 3+3 FACE COT-24-11,AG-00006,Finished Goods
V100611A-M-ASSY,RIMM4209 TESTER DRAW QUAD 6 FACE WITH PULL TAB COT-23-31,AG-00006,Finished Goods
V101110A-M-ASSY,RIMM4037 COUNTER UNIT ASY LASH ACCELERATOR + SEXY CURVES 4+7FACE COT-12-25,AG-00006,Finished Goods
V101111A-M-ASSY,RIMM4371 MAKE ME UP FDT 4 FACE SNIP AND BEND COT-24-34,AG-00006,Finished Goods
V101111A-M-ASSY-S/L,RIMM4371 MAKE ME UP FDT 4 FACE SNIP AND BEND STOCK LIMIT COT-24-34,AG-00006,Finished Goods
V110707D-S,RIMM3211 EXTRA SUPER LASH 4 FACE COT-14-21,AG-00006,Finished Goods
V111110E-M,TRUE MATCH 5 FACE LOR-1-39,AG-00006,Finished Goods
V111110F-M,TRUE MATCH 7 FACE COS-11-25,AG-00006,Finished Goods
V120104D,RIMM790,AG-00006,Finished Goods
V121007A-S,RIMM3350 RENEW & LIFT POWDER 2 FACE COS-3-14,AG-00006,Finished Goods
V121107M-S,RIMM3361 EYE MAKE-UP REMOVER 1 FACE COT-29-18,AG-00006,Finished Goods
V121107O-M-CUTDOWN-5,RIMM3391 CUT TO 4F - 76MM PROF EYELINER COT-32-18,AG-00006,Finished Goods
V121107O-M-CUTDOWN16,RIMM3391 EXAGERATE + PROFESIONAL EYELINER 3+4F COT-32-18,AG-00006,Finished Goods
V130405B,BOOT000 TRIO 4 FACE PF COS-16-6 COS-2-34 MED/ASS/2IMP,AG-00006,Finished Goods
V130406E,BOOTOOO MATTE FOUNDATION 6 FACE COS-16-18,AG-00006,Finished Goods
V140507I-S-ASSY,MEXICO 2 FACE COS-12-23 SMA/ASS/1IMP,AG-00006,Finished Goods
V140507I-S-ASSY-M8,MEXICO 2 FACE JS-PF-26 COS-12-23 SMA/ASS/1IMP,AG-00006,Finished Goods
V141107I-M,RIMM3371 STAY MATTE FDT 4 FACE COT-29-39,AG-00006,Finished Goods
V150310A-S-ASSY,RIMM3932 POWDER PUSH FEED 2 FACE COT-19-27,AG-00006,Finished Goods
V150312B-S-ASSY - new knife required before this can run,RIMM4513 TESTER DRAW BLUSH 2 FACE COT-7-23,AG-00006,Finished Goods
V150312C-S,RIMM4532 MOULDING STOCK REDUCER COT-7-25,AG-00006,Finished Goods
V150709B-S,RIMM3767 FLASH LINER 3F,AG-00006,Finished Goods
V150709C-S,RIMM3752 FLASH LINER 2F COT-4-29,AG-00006,Finished Goods
V150911C-S,RIMM4310 BASE RISER 95mm WIDE COT-11-25,AG-00006,Finished Goods
V150911D-M,RIMM4308 BASE RISER 126mm WIDE COT-23-32,AG-00006,Finished Goods
V150911E-M,RIMM4309 BASE RISER 159mm WIDE COT-16-31,AG-00006,Finished Goods
V150911F-M-ASSY,RIMM4307 BASE FOR HD EYES COS-3-34 cot-23-33,AG-00006,Finished Goods
V150911F-M-ASSY-BLK,RIMM4307 BASE FOR HD EYES COS-3-34 cot-23-33,AG-00006,Finished Goods
V151008B-M-ASSY,RIMM3630,AG-00006,Finished Goods
V151008B-M-ASSY-6XMAGNET,RIMM3630 WITH 6XMAGNETS,AG-00006,Finished Goods
V151008B-M-H/SAW-S/L,RIMM3630 TESTER DRAW POWDER 4 FACE COT-2-32 STOCK LIMITER,AG-00006,Finished Goods
V160811A-M-ASSY,RIMM4245 TESTER DRAW 6 F HD EYE SHADOW COT-10-30,AG-00006,Finished Goods
V160909L-S1-ASSY1,GRAPHIC HOLDER HB-FAB5347 LOR-4-1,AG-00006,Finished Goods
V160909L-S1-ASSY2,GRAPHIC HOLDER HB-FAB5374 LOR-4-1,AG-00006,Finished Goods
V160909L-S1-ASSY3,GRAPHIC HOLDER HB-FAB5262 LOR-4-1,AG-00006,Finished Goods
V160909L-S1-ASSY8,GRAPHIC HOLDER HB-FAB6476 LOR-4-1,AG-00006,Finished Goods
V161111B-ASY-CD-LMT,RIMM4394 WAKE ME UP 4FACE LOW PROFILE LIMIT TO 3 STOCK CUTDOWN COT-23-35,AG-00006,Finished Goods
V161111B-M-ASSY,RIMM4394 WAKE ME UP 6FACE LOW PROFILE COT-23-35,AG-00006,Finished Goods
V170108A-S-SSR,DOUBLE EXTENSION 4 FACE FLANGE 8mm FRONT 3mm BACK LOR-6-14,AG-00006,Finished Goods
V170108B-S-ASSY,RIMM3411 TESTER LOCATION FOR RIMM3208 COT-24-19 *SONIC TOGETHER*,AG-00006,Finished Goods
V170209A-M-ASSY,RIMM3700 TESTER DRAW POWDER 6 FACE COT-3-1,AG-00006,Finished Goods
V170407G,RIMM3101 RECOVER CONCEALER 3 FACE COT-30-9,AG-00006,Finished Goods
V170609A-M,VAC cot5-13 RIMM3604,AG-00006,Finished Goods
V171008B-S-ASSY,TESTER LOCATION POWDER 2F LOR-2-22,AG-00006,Finished Goods
V180308A-S,END LOCATION FOR CUTDOWN COT-31-15,AG-00006,Finished Goods
V190810D-M,RIMM4010 COUNTER UNI COT-20-17,AG-00006,Finished Goods
V190810G-M,RIMM4013 COT-19-12,AG-00006,Finished Goods
V200208I-S,STOCK LIMITER MONO COS-1-6,AG-00006,Finished Goods
V200208K-S,STOCK LIMITER TRIO COS-5-17,AG-00006,Finished Goods
V200807D-L-CUT/DOWN,RIMM3300 INSTANT TAN 6F CUT DOWN TO 415MM KEEP COT-17-18,AG-00006,Finished Goods
V200807D-L-CUTDOWN01,RIMM3300 INSTANT TAN 5F CUT DOWN TO 350MM REMOVE COT-17-18,AG-00006,Finished Goods
V200907A-S-SSR,TRUE MATCH 2 FACE LOR-4-11,AG-00006,Finished Goods
V201103C,PENCIL SHARPENER FORMING BJS-VF-009 0COS-6-10,AG-00006,Finished Goods
V201103C-S-H/SAW,PENCIL SHARPENER FORMING GRAVITY FEED COS-6-10,AG-00006,Finished Goods
V201103C-S-M8,PENCIL SHARPENER FORMING BJS-VF-009 COS-6-10,AG-00006,Finished Goods
V201103C-S-M8-ASSY,PENCIL SHARPENER FORMING GRAVITY FEED COS-6-10,AG-00006,Finished Goods
V210110A-PUR,INGRED BOOKLET HOLDER COS-13-18,AG-00006,Finished Goods
V210110C-S-ASSY,TESTER POWDER 2 FACE POWD2 LOR-1-28,AG-00006,Finished Goods
V210405B,BOOT000 MASCARA BLANKING INFILL VR13-10 COS-17-5,AG-00006,Finished Goods
V210610A-M-ASSY01,RIMM4338 BASE FOR GLAM EYES MOULDING 2 HIGH COT-7-13,AG-00006,Finished Goods
V210911B-M,VAC COT-10-4,AG-00006,Finished Goods
V211011B-S-CNC,RIMM4351 1000 KISSES 4F COT-14-17,AG-00006,Finished Goods
V211011D-M-ASSY,RIMM4352 MAKE ME UP FDT 4 FACE SNIP AND BEND COT-16-29,AG-00006,Finished Goods
V221210B-S,RIMM4105 MATCH PERFECTION + STAY MATTE CONCEALERS 2+2 FACE COT-2-16,AG-00006,Finished Goods
V221210G-M-ASSY,RIMM4084 TESTER DRAW QUAD 6 FACE COT-14-31,AG-00006,Finished Goods
V230112A-S-ASSY,BJS-PF-116 DISSOLVENT SMART 1 FACE COS-14-27,AG-00006,Finished Goods
V230407C-M,RIMM3044 RENEW AND LIFT 3 FACE COT-21-25,AG-00006,Finished Goods
V230407C-M-CUT/DOWN2,RIMM3044 RENEW AND LIFT COT-21-25,AG-00006,Finished Goods
V230407D-M,RIMM3057 RENEW AND LIFT 5 FACE COT-31-16,AG-00006,Finished Goods
V230407D-M-WILKO,RIMM3057 RENEW AND LIFT 5 FACE COT-31-16,AG-00006,Finished Goods
V230410A-S,RIMM3958 VINYL LIP GLOSS 3 FACE COT-19-29,AG-00006,Finished Goods
V230511C-M,RIMM4185 SCANDAL EYES 6F 6 FACE COT-14-37,AG-00006,Finished Goods
V230511C-M-CUTDOWN02,RIMM4185 SCANDAL EYES 3 FACE 81mm COT-14-37 MEDIUM 8IMP,AG-00006,Finished Goods
V230511C-M-CUTDOWN03,RIMM4185 SCANDAL EYES 4F 4 FACE 112mm COT-14-37,AG-00006,Finished Goods
V230511C-M-CUTDOWN04,RIMM4185 SCANDAL EYES 2F 2 FACE 56mm COT-14-37,AG-00006,Finished Goods
V230511C-M-RIMM4185 SCANDAL EYES 6F,6 FACE COT-14-37,AG-00006,Finished Goods
V230605A,BOOT000 VOLUME LIP GLOSS CARRAGE 350 WIDE COS-16-17,AG-00006,Finished Goods
V230605A/1,BOOT000 CARRAGE 350 WIDE,AG-00006,Finished Goods
V230909A-S,RIMM3813 MATCH PERFECTION CONCEALER 2F WITH TESTER COT-4-18,AG-00006,Finished Goods
V230909A-S-REDUCER,RIMM3813 MATCH PERFECTION CONCEALER 2F COT-4-18 STOCK REDUCER 4 STOCK,AG-00006,Finished Goods
V230909B-S,RIMM3814 MATCH PERFECTION CONCEALER 3F WITH TESTERS COT-4-20,AG-00006,Finished Goods
V2340407D-M-WILKO,5F FOUNDATION FORMING,AG-00006,Finished Goods
V240210A-S-ASSY,HEALTH MIX CONCEALER TESTER WEDGE COS-11-22,AG-00006,Finished Goods
V240507B-S,RIMM3102 LIP LOCK 1 FACE COT-30-20 SMA/5IMP,AG-00006,Finished Goods
V240907A-M,RIMMEL COUNTER UNIT CARRIAGE 2IMP MEDIUM COT-21-29,AG-00006,Finished Goods
V241011A-M-ASSY,RIMM4348 STAY MATTE FDT + FIX & PERFECT FDT 1+1FACE COT-24-32 COS-6-6,AG-00006,Finished Goods
V241110A-M,RIMM4052 20CM MULTI MASCARA 7 FACE COT-15-29,AG-00006,Finished Goods
V241110B-M,RIMM4053 10CM MULTI MASCARA 4 FACE COT-9-16,AG-00006,Finished Goods
V241110B-M-CLR,RIMM4053 10CM MULTI MASCARA 4 FACE COT-9-16,AG-00006,Finished Goods
V241110E-S-CNC,RIMM4057 10CM QUAD EYES MONO BLUSH 1+1 FACE VR-9-6,AG-00006,Finished Goods
V241110G-M,RIMM4059 10CM MULTI FLASH LINER / GLAM EYES 5 FACE COT-11-8,AG-00006,Finished Goods
V241110G-M-CLR,RIMM4059 10CM MULTI FLASH LINER / GLAM EYES 5 FACE COT-11-8,AG-00006,Finished Goods
V241110H-M,RIMM4060 10CM FOR 12 FACE PENCIL CASSETTE COT-13-11,AG-00006,Finished Goods
V241110I-M,RIMM4061 20CM MULTI COT-11-27,AG-00006,Finished Goods
V241110J-S-CNC,RIMM4062 10CM MULTI LIP STICK 3 FACE VR-11-7,AG-00006,Finished Goods
V241110K-M,RIMM4063 20CM LIP GLOSS 8 FACE COT-10-23,AG-00006,Finished Goods
V241110L-S,RIMM4064 10CM LIP GLOSS 4 FACE COT-9-24,AG-00006,Finished Goods
V241110N-M,RIMM4066 20CM MULTI COT-11-6,AG-00006,Finished Goods
V241110O-S,RIMM4067 10CM MULTI FOUNDATION 2 FACE COT-8-21,AG-00006,Finished Goods
V241110O-S-CLR,RIMM4067 10CM MULTI FOUNDATION 2 FACE COT-8-21,AG-00006,Finished Goods
V241110P-M-ASSY,RIMM4068 20CM STAY MATTE POWDER 2+2 FACE COT-10-18,AG-00006,Finished Goods
V241110Q-S-ASSY,RIMM4069 10CM STAY MATTE POWDER 1+1 FACE COT-9-24,AG-00006,Finished Goods
V241110Q-S-ASSY-CLR,RIMM4069 10CM STAY MATTE POWDER 1+1 FACE COT-9-24,AG-00006,Finished Goods
V250110C-M-ASSY1,DOUBLE EXTENSION SHALLOW ASSY 5 HIGH LOR-2-15,AG-00006,Finished Goods
V250711C-S-ASSY,RIMM4240 TESTER DRAW HD EYESHADOW 3 FACE COT-15-27,AG-00006,Finished Goods
V250711C-S-ASSY-BLK,RIMM4240 TESTER DRAW HD EYESHADOW 3 FACE COT-15-27,AG-00006,Finished Goods
V260110A-M,RIMM3894 UNDER SHELF NAIL PENCIL COT-7-32,AG-00006,Finished Goods
V260811A-M-ASSY,RIMM4260 20CM MONO 2+2F COT-12-6 VR-4-16,AG-00006,Finished Goods
V270312B-M-ASSY,LSF-013 LOR-3-12,AG-00006,Finished Goods
V270409A-S-ASSY,TESTER LOCATION TRUE MATCH BLUSH 6F VF39-37,AG-00006,Finished Goods
V280212A-M-ASSY,RIMM4502 WAKE ME UP DUAL LOCATION 8 FACE COT-25-12,AG-00006,Finished Goods
V280311B-M-ASSY,DELICE DE SOLEOL POUDRE BJS-PF-083 COS-1-13,AG-00006,Finished Goods
V280311F-M-ASSY,DELICE DE SOLEIL FOND DE TEINT 2 FACE COS-13-28,AG-00006,Finished Goods
V280409F-M-ASSY,RIMM3731 STAY GLOSS 4F cot-5-36,AG-00006,Finished Goods
V280410E-M-ASSY,RIMM3952 COT-7-5,AG-00006,Finished Goods
V280906D,BOUR000 MEXICO 4 FACE 2 PART COS-11-13 COS-13-3,AG-00006,Finished Goods
V280906D-M-ASSY-M8,BOUR000 MEXICO 4 FACE 2 PART COS-11-13 COS-13-3,AG-00006,Finished Goods
V290607E-M,RIMM3198 RENEW & LIFT FOUNDATION 4 FACE COT-29-29,AG-00006,Finished Goods
V290607E-M-WILKO,RIMM3198 RENEW AND LIFT FOUNDATION 4 FACE COT-29-29,AG-00006,Finished Goods
V290910A1-M-CNC,RIMM4019 COT-11-14,AG-00006,Finished Goods
V290910A2-M-H/SAW,RIMM4019 COT-11-14,AG-00006,Finished Goods
V290910B1-M-CNC,RIMM4020,AG-00006,Finished Goods
V290910B2-M-H/SAW,RIMM4020,AG-00006,Finished Goods
V300707B-S,RIMM3260 STAY MATTE 3F COT-30-28 SMA/2IMP,AG-00006,Finished Goods
V300707E-S,STAY MATTE 1 FACE COT-30-28,AG-00006,Finished Goods
V356/120 LH,Koito Extension A LH,AG-00006,Finished Goods
V356/120 RH,Koito Extension A RH,AG-00006,Finished Goods
V356/650 RH,Koito Cover,AG-00006,Finished Goods
VAC MACHINE PARTS,MACHINE,AG-00001,Bought Outs
VAC-LEVER-T26,PACKAGING TRAY FOR LEVER T26  VR15-21,AG-00006,Finished Goods
VAC00038,RIMM4562 COT-28-7,AG-00006,Finished Goods
VAC00053,RIMM4575 BASE FOR POWDERS USE TOOL V150911F COT-23-33,AG-00006,Finished Goods
VAC00066,RIMM4551 COT-25-37,AG-00006,Finished Goods
VAC00067,RIMM4603 MAXI BRONZER 2F + POWDER 2F COT-22-38,AG-00006,Finished Goods
VAC00073,RIMM4605 TESTER DRAW QUAD + HD EYES COT-7-25,AG-00006,Finished Goods
VAC00076,GEL INTENZA 2 FACE WITH RAMP COS-5-30,AG-00006,Finished Goods
VAC00081,VGEL INTENZA + PERFECT tool VAC00052 COS 5-1,AG-00006,Finished Goods
VAC00082,GEL INTENZA 2 FACE USE TOOL VAC0076,AG-00006,Finished Goods
VAC00083,RIMM4621 20CM MAXI COT-22-36,AG-00006,Finished Goods
VAC00084,CLEAR USE TOOL V050112D,AG-00006,Finished Goods
VAC00086,RIMM4063 20CM LIP GLOSS,AG-00006,Finished Goods
VAC00087,RIMM4060 10CM FOR 12 FACE V241110H COT-13-11,AG-00006,Finished Goods
VAC00091,RIMM4247 20CM DAY 2  VR25-31,AG-00006,Finished Goods
VAC00092,RIMM4068 20CM STAY MATTE POWDER 2+2 FACE VF53-11 (CLEAR) USE TOOL V241110P,AG-00006,Finished Goods
VAC00092-BLK,RIMM4068 20CM STAY MATTE POWDER 2+2 FACE VF53-11 (CLEAR) USE TOOL V241110P,AG-00006,Finished Goods
VAC00094,RIMM4066 20CM MULTI COT-11-6 USE TOOL V241110N,AG-00006,Finished Goods
VAC00094-CD2F-UNAPPROVED-1PART-NO VAC ROUTING,RIMM4066-CLR - V241110N FOUNDATION 2 FACE MEDIUM 2IMP COT-11-6,AG-00006,Finished Goods
VAC00094-CD2F-UNAPPROVED-2PART-NO VAC ROUTING,RIMM4066-CLR - V241110N FOUNDATION 2 FACE MEDIUM 2IMP COT-11-6,AG-00006,Finished Goods
VAC00099,RIMM4062 10CM MULTI LIP VR-11-7,AG-00006,Finished Goods
VAC00100,RIMM4410 20CM LASTING  VR18-22,AG-00006,Finished Goods
VAC00107,RIMM4625 TESTER DRAW HD+TRIO+QUAD 3+2+3 FACE COT-24-42,AG-00006,Finished Goods
VAC00113,NUDE ROLL ON / BLUSH DUAL LOR-4-13,AG-00006,Finished Goods
VAC00116,GEL INTENZA 2 FACE WITH RAMP (VAC00076 REQ) CNC TRIM,AG-00006,Finished Goods
VAC00117,GEL INTENZA 2 FACE WITH RAMP (VAC00076+VAC00116) ASSEMBLY,AG-00006,Finished Goods
VAC00118,GEL INTENZA 2 F WITHOUT RAMP (VAC00082) CNC TRIM,AG-00006,Finished Goods
VAC00130,RIMM4641 STAY GLOSSY LIP GLOSS 7 FACE COT-25-34,AG-00006,Finished Goods
VAC00131,RIMM4636 COT-26-37,AG-00006,Finished Goods
VAC00132,RIMM4631 COT-25-3,AG-00006,Finished Goods
VAC00133,RIMM4638 20CM SCANDAL EYE DAY2NIGHT / VOL ACC COT-26-14,AG-00006,Finished Goods
VAC00134,RIMM4599 10CM EXAG & PROF LINERS + GAL POT 2+2 FACE COS-18-10 cos-10-36,AG-00006,Finished Goods
VAC00135,RIMM4640 20CM STAY GLOSSY VINYL LIP COS-9-34,AG-00006,Finished Goods
VAC00137,RIMM4632 10CM VINYL MAX / LIP TINT COT-25-5,AG-00006,Finished Goods
VAC00139,RIMM4630 20CM MOISTURE RENEW COT-28-7,AG-00006,Finished Goods
