Part No.,Part description,Group number,Group name
A-02713,"RS PRO 1A T Ceramic Cartridge Fuse, 6.3 x 32mm",AG-00010,Mouldshop Machine Spares
ACD / 125,Arburg Removable Tip Nozzles,AG-00010,Mouldshop Machine Spares
ACD / 95,Arburg Removable Tip Nozzles,AG-00010,Mouldshop Machine Spares
AL80,Keypad (keypad for programing of loaders),AG-00010,Mouldshop Machine Spares
ANTIFREEZE,Antifreeze (205 lt),AG-00010,Mouldshop Machine Spares
ASS30J,Arburg Type Nozzle Tip (75mm 2.5mm),AG-00010,Mouldshop Machine Spares
BB0300000,Quick Release Fastener,AG-00010,Mouldshop Machine Spares
Bb0300004,Screw-Fastener Set For Case,AG-00010,Mouldshop Machine Spares
BJ-12-ARB-L,For Arburg Machine (IM07) Jacket Assembly Consists Of 2 Parts Left Hand Jacket Weldblock Inner & Out,AG-00010,Mouldshop Machine Spares
BJ-12-ARB-R,For Arburg Machine (IM07) Jacket Assembly Consists Of 2 Parts Right Hand Jacket Weldblock Inner & Ou,AG-00010,Mouldshop Machine Spares
BJ-12-ENG-L,For Engel 220 Machine Jacket Assembly Consists Of 3 Parts Left Hand Jacket Weldblock Inner & Outer C,AG-00010,Mouldshop Machine Spares
BJ-12-ENG-M,For Engel 220 Machine Jacket Assembly Consists Of 3 Parts Middle Jacket Weldblock Inner & Outer Clot,AG-00010,Mouldshop Machine Spares
BJ-12-ENG-R,For Engel 220 Machine Jacket Assembly Consists Of 3 Parts Right Hand Jacket Weldblock Inner & Outer,AG-00010,Mouldshop Machine Spares
BLX9,Ball Ended Hex Keys - Metric,AG-00010,Mouldshop Machine Spares
BNTM03-015,Nylon Tube 1.5mm ID 3.0mm OD,AG-00010,Mouldshop Machine Spares
BNTM03/015,Nylon Tube 3mm OD 1.5mm ID (Cage Machine),AG-00010,Mouldshop Machine Spares
BSB-06,BONDED SEAL 3/8 BSP,AG-00010,Mouldshop Machine Spares
BSB-08,Bonded Seal 1/2 BSP,AG-00010,Mouldshop Machine Spares
bt,Cap,AG-00010,Mouldshop Machine Spares
C-570POS5,C-570 Impellor 84.5 dia,AG-00010,Mouldshop Machine Spares
C-570POS7,Shaft,AG-00010,Mouldshop Machine Spares
C570 POS 32,Tool Temp TT240 Plastic Bush (Motor to Pump),AG-00010,Mouldshop Machine Spares
CA2000500,"Screwed cap for manual refill pipe 1""",AG-00010,Mouldshop Machine Spares
CFV1BN,Flow Indicator 1/4,AG-00010,Mouldshop Machine Spares
CNEF24,Insert Femala 24 pin,AG-00010,Mouldshop Machine Spares
CNEF24T,"Female Insert, Screw Terminals 24",AG-00010,Mouldshop Machine Spares
CNEM24T.,Inserts Male CNEM 1-24,AG-00010,Mouldshop Machine Spares
COMANDO,Floor Cleaner 205ltr,AG-00010,Mouldshop Machine Spares
COPA500,CopaSlip 500g,AG-00010,Mouldshop Machine Spares
COT-907-4600K,Plastic Dustpan & Brush,AG-00010,Mouldshop Machine Spares
CROWNLUBE HTO 46,Crownlube (205 lt),AG-00010,Mouldshop Machine Spares
CROWNPRESS 46,Crownpress 46 (210 lt),AG-00010,Mouldshop Machine Spares
CROWNPRESS 46 (25L),Crownpress 46 (25lt),AG-00010,Mouldshop Machine Spares
Db0500200,Seal for tank cover length 900mm,AG-00010,Mouldshop Machine Spares
DC0100000,Castors 50mm,AG-00010,Mouldshop Machine Spares
DF0200000,"Solenoid Valve R 3/8"" for cooling",AG-00010,Mouldshop Machine Spares
DF0200000.,"Solenoid valve R3/8"", type 21H7, for water cooling",AG-00010,Mouldshop Machine Spares
DF0200900,"Repair Kit Solenoid valve 1/4"" (Tappet & Spring)",AG-00010,Mouldshop Machine Spares
DF0200901/DF0200902,"Repair kit for solenoid valve 3/8 & 1/2""mer",AG-00010,Mouldshop Machine Spares
DF0200930,"Repair kit fitting for solenoid valves 3/8"" & ½""",AG-00010,Mouldshop Machine Spares
DP15ASK,Descaling starter kit,AG-00010,Mouldshop Machine Spares
DPA6051,DPA6 Compressed air dryer,AG-00010,Mouldshop Machine Spares
E500012533,E-Stop block for W8,AG-00010,Mouldshop Machine Spares
EB0200151,E pump and motor complete TT-188,AG-00010,Mouldshop Machine Spares
EB0200170,Pump/Motor +TT-156E TT-157E TT-162E TT-180 TT-188,AG-00010,Mouldshop Machine Spares
EB0201200,E Pump and motor complete,AG-00010,Mouldshop Machine Spares
EB0201200:,E pump and motor complete,AG-00010,Mouldshop Machine Spares
EB0206510,"Impellor 50hz, Dia 71mm for pump type E & H",AG-00010,Mouldshop Machine Spares
EBYPU115,Syphon Pump,AG-00010,Mouldshop Machine Spares
ED00000653,DVI teach pendant cable (series 8xxx),AG-00010,Mouldshop Machine Spares
EGESD16SRWD-WC,"16S STANDPIPE - 1/2"" BSPP MALE STUD",AG-00010,Mouldshop Machine Spares
EPUMPPOS11,Terminal Box,AG-00010,Mouldshop Machine Spares
EPUMPPOS2,Ball Bearing 6003-Z-C3 MP1,AG-00010,Mouldshop Machine Spares
EPUMPPOS3,Ball bearing 6004-Z-C3 MN4,AG-00010,Mouldshop Machine Spares
FA0800326,MP-888 controller (Tool Temp),AG-00010,Mouldshop Machine Spares
FF5A,12mm Flat Faced Cutter FF5A,AG-00010,Mouldshop Machine Spares
Foil Low/Foil Break System with Red (Break) & Green (Low)  Warning Beacons,Foil Break warning system,AG-00010,Mouldshop Machine Spares
FR4Z,Water Regulator (4 Zones),AG-00010,Mouldshop Machine Spares
GB010110,Contractor 32A Main and Heaters,AG-00010,Mouldshop Machine Spares
GB0101100,K1 Contractor TT-220 Tool Temp,AG-00010,Mouldshop Machine Spares
GB0101120,Auxillary Contact 1 normally open 1 normally closed,AG-00010,Mouldshop Machine Spares
GB0101210:,Contactor 32A,AG-00010,Mouldshop Machine Spares
GG0300000,"Hornuniversal,110-230v50/60hz with inter",AG-00010,Mouldshop Machine Spares
GG0300001,Horn with intermittent and continuous sound,AG-00010,Mouldshop Machine Spares
GI0100001,Level Control Microswitch (White),AG-00010,Mouldshop Machine Spares
GI0100002,Level Switch Set Including : level switches & Mounting Plate,AG-00010,Mouldshop Machine Spares
GK0200200,VAC-switch only front part with red handle,AG-00010,Mouldshop Machine Spares
GK0300600,"Double switch, green 33x25mm for heating",AG-00010,Mouldshop Machine Spares
GK0300700,Switch on & off green 33x25,AG-00010,Mouldshop Machine Spares
GK0300704,Switch on/off green 33 x 25 mm (4Poles),AG-00010,Mouldshop Machine Spares
GK0300705,"Switch ON/OFF green 33 x 25mm, 5 pole, 2 closing contacts",AG-00010,Mouldshop Machine Spares
GM0100800,"Heating 3000W, 3x380-420v",AG-00010,Mouldshop Machine Spares
GM0101100,Heating connecting clip 2 pieces with tubing,AG-00010,Mouldshop Machine Spares
GP 38mm long nozzle tip 12.7mm / 3mm,GP 38mm long nozzle tip 12.7mm / 3mm,AG-00010,Mouldshop Machine Spares
GP 38mm long nozzle tip 15mm / 3mm,GP 38mm long nozzle tip  15mm Radius / 3mm Orifice,AG-00010,Mouldshop Machine Spares
GP 38mm long nozzle tip 19mm / 4mm,19mm / 4mm,AG-00010,Mouldshop Machine Spares
GP 38mm long nozzle tip flat / 3mm,GP 38mm long nozzle tip flat / 3mm,AG-00010,Mouldshop Machine Spares
GP 38mm long nozzle tip flat / 5mm,flat / 5mm,AG-00010,Mouldshop Machine Spares
GP extended nozzle tip 70mm / 19mm / 4mm,70mm / 19mm / 4mm,AG-00010,Mouldshop Machine Spares
GP extended nozzle tip 70mm / flat / 4mm,70mm / flat / 4mm,AG-00010,Mouldshop Machine Spares
HAND PUMPS,Hand Pumps for 205lt oil drums,AG-00010,Mouldshop Machine Spares
HBM3,"Hand Brushes, Brass",AG-00010,Mouldshop Machine Spares
HIT2740620V,Hitachi Power Tools.DV16V 590W 13mm IMPACT DRILL 240V,AG-00010,Mouldshop Machine Spares
hyd ejector hose imm7,hyd ejector hose imm7,AG-00010,Mouldshop Machine Spares
Hyd Hose,Hyd Hose IMM7,AG-00010,Mouldshop Machine Spares
Hyd hose ejectors IMM 8,Replacement ejector hose IMM 8 Arburg 35,AG-00010,Mouldshop Machine Spares
IA10-F-06G-V,3/8 BSP ISO A Female Quick Release Coupling Viton Seals,AG-00010,Mouldshop Machine Spares
IA10-M-06G-V,3/8 BSP ISO A Male Quick Release Coupling Viton Seals,AG-00010,Mouldshop Machine Spares
IA19-F-12G-V,3/4 BSP ISO A Female Quick Release Coupling Viton Seals,AG-00010,Mouldshop Machine Spares
IA19-M12G-V,3/4 BSP ISO A Male Quick Release Coupling Viton Seals,AG-00010,Mouldshop Machine Spares
Internal,Separator,AG-00010,Mouldshop Machine Spares
interne Nummer 32845,"Rectifier, SN. 28239, ARB 139, incl. 1x bridge rectifier",AG-00010,Mouldshop Machine Spares
Interne Nummer 34488,"Limit switch, SN. 45725, 4 circuits (Kissling SN. 27884), housing lightly damaged",AG-00010,Mouldshop Machine Spares
JSE-99620B,Air Blow Gun,AG-00010,Mouldshop Machine Spares
JSJ-84848K,MEASURING JUG METAL WITH FLEXIBLE SPOUT 2ltr,AG-00010,Mouldshop Machine Spares
JUMBO CENTRE FEED BL,JUMBO CENTRE FEED BLUE ROLL 2 PLY (2 PACK),AG-00010,Mouldshop Machine Spares
K00730242512,HEATER BAND 5000W 400V CERAMIC 150 X 240,AG-00010,Mouldshop Machine Spares
K40870014022,CONTACTOR DILEM-10-G(24V DC),AG-00010,Mouldshop Machine Spares
KE-INHT,High Temp. Insulation Jacket - Diameter 210mm x 260mm long - 2 x cutouts - Belt and buckle fastenin,AG-00010,Mouldshop Machine Spares
KE-INHT/1,** High Temp. Insulation Jacket - Diameter 140 x 220mm ong - 2 x Cutouts - Belt and Buckle Fastening,AG-00010,Mouldshop Machine Spares
KE-INHT/2,** High Temp. Insulation Jacket - Diameter 190 x 250mm ong - 2 x Cutouts - Belt and Buckle Fastenin,AG-00010,Mouldshop Machine Spares
KE-INHT/3,** High Temp. Insulation Jacket - Diameter 180 x 280mm ong - 2 x Cutouts - Belt and Buckle Fastening,AG-00010,Mouldshop Machine Spares
KE-INHT/4,Barrel insulation jacket 1 T/B & 1 T/C - 0.110 x 0.170,AG-00010,Mouldshop Machine Spares
KEMIKLEAN,Floor Cleaner (Mould Shop),AG-00010,Mouldshop Machine Spares
KEN-569-4400,Aluminium Rivets 3.2mm x 10.8mm Box Qty 500,AG-00010,Mouldshop Machine Spares
KEN5155540K,HEAVY DUTY RATCHET CRIMPING TOOLKIT 552-PCE,AG-00010,Mouldshop Machine Spares
KEN5156910K,HEAT SHRINK TUBING KIT,AG-00010,Mouldshop Machine Spares
KEN5693000K,HEAVY DUTY LEVER ARM RIVETING TOOL,AG-00010,Mouldshop Machine Spares
KP-M12,12mm Thick Washer 5mm,AG-00010,Mouldshop Machine Spares
KP-M16,16mm Thick Washer,AG-00010,Mouldshop Machine Spares
KPM20,20mm Thick Washer 6mm,AG-00010,Mouldshop Machine Spares
Labour,and travel for emergency call out,AG-00010,Mouldshop Machine Spares
MAK2752853P,Makita.4329/2 450W Orbital Action Jigsaw 240V,AG-00010,Mouldshop Machine Spares
MCD451,MOULD CLEANER DEGREASER,AG-00010,Mouldshop Machine Spares
MDPSMK,MDP2 CONTROL HANDSET AND CABLE (DOSER),AG-00010,Mouldshop Machine Spares
MEL401,Ejector Pin Lubricant,AG-00010,Mouldshop Machine Spares
MILLGEAR 320EP,MILLGEAR 320 EP (205 LT),AG-00010,Mouldshop Machine Spares
MM-06-08,ADAPTOR M/M 3/8 X 1/2 BSP,AG-00010,Mouldshop Machine Spares
MM08-08,ADAPTOR M/M 1/2 BSP,AG-00010,Mouldshop Machine Spares
MNHB 38X100,"Nozzle Heater Band - 38mm x 100mm 600W, 240V, 2.5M Braided Leads HS1 Exit",AG-00010,Mouldshop Machine Spares
MNHB38X100,"Nozzle Heater Band - 38mm x 100mm 600W, 240V, 1.5M Braided Leads HS1 Exit",AG-00010,Mouldshop Machine Spares
MOBILGEAR 600 XP 320,208 LITRE (GEAR OIL) NB TOGGLE LUBE,AG-00010,Mouldshop Machine Spares
Mouldshop Machine Spares,Misc,AG-00010,Mouldshop Machine Spares
MP888,TOOL TEMP CONTROLLER BOX,AG-00010,Mouldshop Machine Spares
MPR401,MOULD CLEANER POLYMER REMOVER,AG-00010,Mouldshop Machine Spares
MRN401,MOULD RELEASE SILICON FREE,AG-00010,Mouldshop Machine Spares
N 00700242511,Plasticizing Barrel .DM. 35 Reiloy 121,AG-00010,Mouldshop Machine Spares
N00030241156,NB 70 NOZZLE HEATER BAND W 150 V 230 M/C 10+11,AG-00010,Mouldshop Machine Spares
N00300240022,NB 70 NOSE PIECE DM 28MM 4 WINGS 5 M/C 10+11,AG-00010,Mouldshop Machine Spares
N00300240023,NB 70 VALVE DM 28MM M/C 10+11,AG-00010,Mouldshop Machine Spares
N00300240024,NB 70 SPACER DM 28MM M/C 10+11,AG-00010,Mouldshop Machine Spares
N00370262502,NB 165 Nozzle Heater Band w 200 v 220 m/c 4,AG-00010,Mouldshop Machine Spares
N00440262701,NB 270 Nozzle,AG-00010,Mouldshop Machine Spares
N00520240003,NB 165 Heater Band w 200 v 220 Rear Main Band m/c 4,AG-00010,Mouldshop Machine Spares
N00520242503,NB 165 Heater Band w 1500 v 220 Front Main Band m/c 4,AG-00010,Mouldshop Machine Spares
N00520242591,NB 165 Spacer DM .45 Siege 15/30 4,AG-00010,Mouldshop Machine Spares
N00520243008,NB 165 Valve DM 45mm m/c 4,AG-00010,Mouldshop Machine Spares
N00520245016,NB 210 Nose Piece DM 52mm m/c 12+13,AG-00010,Mouldshop Machine Spares
N00520245017,NB 210 Valve DM 52mm 12+13,AG-00010,Mouldshop Machine Spares
N00520262919,Extended Nozzle NB 156 (52-979),AG-00010,Mouldshop Machine Spares
N00530242713,NB 210 Spacer DM 52mm Siege 30 m/c 12+13,AG-00010,Mouldshop Machine Spares
N00540246025,NB 270 Spacer DM 70mm 30 m/c 5+6,AG-00010,Mouldshop Machine Spares
N00540246025.,SEAT DM 70  30°,AG-00010,Mouldshop Machine Spares
N00540246045,NB 270 Nose Piece DM 70mm 4A 5 L+154 m/c 5+6,AG-00010,Mouldshop Machine Spares
N00540246045.,SCREW TIP DM.70 4A 5° L=154,AG-00010,Mouldshop Machine Spares
N00540246046,NB 270 Valve DM 70mm incl 5/30 m/c 5+6,AG-00010,Mouldshop Machine Spares
N00540246046.,RING DM.70 INCL 5°/30°,AG-00010,Mouldshop Machine Spares
N00570262904,NB 210 Nozzle Heater Band 350 w 220v m/c 12+13,AG-00010,Mouldshop Machine Spares
N00660242511,NB 270 Heater Band Ceramic w 5500 v 400 Main Band m/c 5+6,AG-00010,Mouldshop Machine Spares
N00670242504,BAND CERAMIC W 1500 V 400,AG-00010,Mouldshop Machine Spares
N00670262901,Negri V70 Nozzle 28mm,AG-00010,Mouldshop Machine Spares
N0069035005,Nozzle Latch NB 210,AG-00010,Mouldshop Machine Spares
N00700242511,CYLINDER .DM.35 REILOY 12,AG-00010,Mouldshop Machine Spares
N00700242513,SCREW  Ø35-L/D=20-TMP+ION,AG-00010,Mouldshop Machine Spares
N0070024252,SCREW 35-L/D=20-EUROMAP,AG-00010,Mouldshop Machine Spares
N00700640000,Core Pull App Kit,AG-00010,Mouldshop Machine Spares
N00730221020,Seal (FRONT END INJECTION SEALS),AG-00010,Mouldshop Machine Spares
N00730242503,HEAD FOR BARREL DM.52,AG-00010,Mouldshop Machine Spares
N00730242512,NB 210 Heater Band 5000w 400v Ceramic Main Band m/c 12+13,AG-00010,Mouldshop Machine Spares
N00750242556,PLAST SCREW Ø70 L/D20 K110TMPRc.1:2.5,AG-00010,Mouldshop Machine Spares
N0075024505,PLAST SCREW DM.70 STELLITATA,AG-00010,Mouldshop Machine Spares
N009301012100,Power Supply AL 0016A (NB 80 S/N 50/302),AG-00010,Mouldshop Machine Spares
N00990406098,HOSE FL.4H-OIL-DN.50-L=580 Ø71.4.-Ø71.4,AG-00010,Mouldshop Machine Spares
N00990501110...,NB 70 Nozzle Thermocouple L=1400 m/c 10+11,AG-00010,Mouldshop Machine Spares
N00990501111,NB 165 Nozzle Thermocouple L=1700 m/c 4,AG-00010,Mouldshop Machine Spares
N00990501118,NB 210 Nozzle Thermocouple L=2300 m/c 12+13,AG-00010,Mouldshop Machine Spares
N00990501119,THERMOCOUPLE NOZZLE L=5000,AG-00010,Mouldshop Machine Spares
N00990505801,NB 165 Barrel Thermocouple L=1400 m/c 4,AG-00010,Mouldshop Machine Spares
N00990505820,NB 270 Barrel Thermocouple L=3000 m/c 5+6,AG-00010,Mouldshop Machine Spares
N00990505821,"THERMOCOUPLE SQ M12X1,5-40/75  L=3500",AG-00010,Mouldshop Machine Spares
N00990505871,NB 70 Barrel Thermocouple m/c 10+11,AG-00010,Mouldshop Machine Spares
N00990505874,NB 210 Barrel Thermocouple m/c 12+13,AG-00010,Mouldshop Machine Spares
N00990509703,NB 80 Barrel Thermocouple m/c 1,AG-00010,Mouldshop Machine Spares
N1-2962,m/c4 Nozzle Heater Band 60mm x 80mm,AG-00010,Mouldshop Machine Spares
N10240403845,GIUNTO ND108B-R103-ND108K6D46,AG-00010,Mouldshop Machine Spares
N10240403845      (1),COUPLING FOR PUMP ROTEX 98SH,AG-00010,Mouldshop Machine Spares
N10240404845,COUPLING ROTEX 42/55LD484598SH 45mm-48m 210V Machine,AG-00010,Mouldshop Machine Spares
N2 1165A,m/c 7+8 Small Nozzle Heater Band 30mm x 25mm,AG-00010,Mouldshop Machine Spares
N30400680423,"Rotaia Star 1605-804-31,1420",AG-00010,Mouldshop Machine Spares
N30400681410,Pattino Star 1651-814-10,AG-00010,Mouldshop Machine Spares
N40210030222,Contact NB270,AG-00010,Mouldshop Machine Spares
N40210030222.,CONTACT BLOCK RAFI 1.20.122.022/0000,AG-00010,Mouldshop Machine Spares
N4021007202.,SWITCH HEAD RAFI 1.30070.501/000,AG-00010,Mouldshop Machine Spares
N40210072028,Switch,AG-00010,Mouldshop Machine Spares
N40210072044,YELLOW LENSE  RAFI 5.49077.011/1403,AG-00010,Mouldshop Machine Spares
N40210171160,Gefran LTM 175 P Transducer Machine 4 Ejector,AG-00010,Mouldshop Machine Spares
N40210190704,SENSORE MTS RPN 0600M-D6-01-C206.22,AG-00010,Mouldshop Machine Spares
N40210190707,Sensore MTS RPN 0550M-D60--1C206.221,AG-00010,Mouldshop Machine Spares
N40210191298,Magnete Rosso X Sens MTS 251298-2,AG-00010,Mouldshop Machine Spares
N40210192053,"Support P.Sensor MTS ""252183"" (NB 270 Transducer Sensor)",AG-00010,Mouldshop Machine Spares
N40210560002,Contact Block,AG-00010,Mouldshop Machine Spares
N40210560003,Green Gem,AG-00010,Mouldshop Machine Spares
N40210560006,Lens Cycle Start NB270,AG-00010,Mouldshop Machine Spares
N40210560007,Bulb 24v LED,AG-00010,Mouldshop Machine Spares
N40210700211R,Processor IPC 500-CEL/LS172 (NB70),AG-00010,Mouldshop Machine Spares
N40340106789,LIMIT SWITCH LS-S11/RL 106789,AG-00010,Mouldshop Machine Spares
N40340191040,Ersce E 400-00 LM Safety Gate Switch NB 100,AG-00010,Mouldshop Machine Spares
N40340192012,F. C. K.M. LS-11-ZB cod.106819**TXT,AG-00010,Mouldshop Machine Spares
N40340192317,Fine Corsa KM AT/11-S/I R 316 81181,AG-00010,Mouldshop Machine Spares
N40360261232,Extension NZM1/2 XV4 261232,AG-00010,Mouldshop Machine Spares
N40360266012,Interrutt. Sez. P2-4-200 266012,AG-00010,Mouldshop Machine Spares
N40360279401,Maniglia NZM2-XTVDVR-0 279401,AG-00010,Mouldshop Machine Spares
N40410304319,Siemens 8WD4 420-0EALARM Sounder for Machines 10+11 NB70,AG-00010,Mouldshop Machine Spares
N40410384450,Modul Buzzer Werma 844.123.55 (NB 270 + 210 Alarm),AG-00010,Mouldshop Machine Spares
N40860460300,RELAY RGC1A,AG-00010,Mouldshop Machine Spares
N40870014022,CONTACTOR DILM9-10 (24VDC),AG-00010,Mouldshop Machine Spares
N421190707,Transducers for NB210 open + close + ejector,AG-00010,Mouldshop Machine Spares
N50260123250,Suction Filter NB270,AG-00010,Mouldshop Machine Spares
N50270310001,WATER FLOW TUBE WD90,AG-00010,Mouldshop Machine Spares
N50550118250,PUMP PGH4-XX/050RR11VU2 R901147,AG-00010,Mouldshop Machine Spares
N50560201119,Pressure Switch for toggle lube (NB 100) M/C 2,AG-00010,Mouldshop Machine Spares
N50560993508,ELECTROPUMP DRAGON 3L THREEPHASE 390205,AG-00010,Mouldshop Machine Spares
N50730203290,RASCHISTORE TRELLEBORG WE3200900-T46N,AG-00010,Mouldshop Machine Spares
N50760337782,FILTER CARTRIDGE 93,AG-00010,Mouldshop Machine Spares
N50760380016,CLAMP VALVE 16W DPZ-SN-BC-273-D9/E ATOS,AG-00010,Mouldshop Machine Spares
N50760380020,CLAMP VALVE,AG-00010,Mouldshop Machine Spares
N50760525391,HYDRAULIC VALVE 0 811 404 370 NG16CAN,AG-00010,Mouldshop Machine Spares
N50820420024,FAN ALFA1524 APTPR 24VDC,AG-00010,Mouldshop Machine Spares
N50820423000,GRIGLIA+FILTRO ALFA1000 130X130,AG-00010,Mouldshop Machine Spares
N556008175,6mm Olive,AG-00010,Mouldshop Machine Spares
N556092004,4mm Double Side Olive,AG-00010,Mouldshop Machine Spares
N556093004,4mm Olive,AG-00010,Mouldshop Machine Spares
N556201360,6mm Insert,AG-00010,Mouldshop Machine Spares
N556812704,4mm Insert,AG-00010,Mouldshop Machine Spares
N581600401,Nylon 4mm Hose,AG-00010,Mouldshop Machine Spares
N60030000221,Ring BK 221,AG-00010,Mouldshop Machine Spares
N60160000221,Gasket Or 221,AG-00010,Mouldshop Machine Spares
N60160003181,Gasket Or 3181,AG-00010,Mouldshop Machine Spares
N60160004525,Gasket Or 4525,AG-00010,Mouldshop Machine Spares
N60220330090,GUARN.TRELLEBORG TG3300900-T10N,AG-00010,Mouldshop Machine Spares
NAB 2922B,m/c 5 + 6 + 12 + 13 Small Nozzle Heater Band 30mm x 25mm,AG-00010,Mouldshop Machine Spares
NB00520243017,NB 165 Nose Piece DM 45mm m/c 4,AG-00010,Mouldshop Machine Spares
NB1540C,1 1/2 X 4 600W/240V 1 metre stainless leads 38mm x 100mm,AG-00010,Mouldshop Machine Spares
NHB30x25,Nozzle heater band 30 x 25 120w,AG-00010,Mouldshop Machine Spares
NHB30X32,Nozzle Heater Band 30mm 32mm 140W,AG-00010,Mouldshop Machine Spares
NHB38x25,Nozzle Heater Band Arburg 200 + 150,AG-00010,Mouldshop Machine Spares
NHB38x38,Nozzle Heater Band 38x38mm 200w,AG-00010,Mouldshop Machine Spares
NHB38x50,Nozzle Heater Band Negri 165,AG-00010,Mouldshop Machine Spares
NHC / 150,Negri Bossi Removable Tip Nozzles Between 61mm-74mm,AG-00010,Mouldshop Machine Spares
NHC / 200,Negri Bossi Nozzle 64x3 Thread 42mm R/O 200mm OAL,AG-00010,Mouldshop Machine Spares
NM / 125,Negri Bossi Nozzle Thread 48mm x 2mm R/O 28mm OAL 125mm,AG-00010,Mouldshop Machine Spares
NOO670242504,NB 70 Heater Band Ceramic w 1500 v 400 Main Band m/c 10+11,AG-00010,Mouldshop Machine Spares
Nylon type removable nozzle tip 38mm / 12.7mm / 3mm,Nylon type removable nozzle tip 38mm / 12.7mm / 3mm,AG-00010,Mouldshop Machine Spares
Nylon type removable nozzle tip 38mm / flat / 3mm,Nylon type removable nozzle tip 38mm / flat / 3mm,AG-00010,Mouldshop Machine Spares
Oil,return valve,AG-00010,Mouldshop Machine Spares
OL153S,Mould Release Silicone,AG-00010,Mouldshop Machine Spares
OR95V,Replacement Seal for DME style couplings Viton (+200°C),AG-00010,Mouldshop Machine Spares
P4,"Gate Cutter 4"" Flat Face",AG-00010,Mouldshop Machine Spares
P6,"Gate Cutter 6"" Flat Face",AG-00010,Mouldshop Machine Spares
P6-90,"6"" Long / 90° Flush Cut",AG-00010,Mouldshop Machine Spares
PFM35-06,PFM 350 BAR BRAIDED HOSE,AG-00010,Mouldshop Machine Spares
PKM-150L,Gefran Transducer PK-M-0150-L,AG-00010,Mouldshop Machine Spares
PLY-961-7210A,Rubber Gloves Blue Small,AG-00010,Mouldshop Machine Spares
PLY-961-7211B,Rubber Gloves Medium,AG-00010,Mouldshop Machine Spares
PLY-961-7213D,Rubber Gloves Blue Large,AG-00010,Mouldshop Machine Spares
PLY-961-7214E,Rubber Gloves Blue XL,AG-00010,Mouldshop Machine Spares
PRL-540-5200A,Spray Dispenser,AG-00010,Mouldshop Machine Spares
PUK000122,50mm Eolo pup Antistatic Hose (Vacuum hose for loaders),AG-00010,Mouldshop Machine Spares
PUK001002,SIZE 2A 35-50 JUBILEE CLIPS,AG-00010,Mouldshop Machine Spares
PUK001003,SIZE 2X 45-60 JUBILEE CLIPS,AG-00010,Mouldshop Machine Spares
QRC-06-A,Q R FEMALE CARRIER 3/8 BSP,AG-00010,Mouldshop Machine Spares
QRC-06-FF-10,Q R FEMALE CARRIER 3/8 BSP,AG-00010,Mouldshop Machine Spares
QRC-08-FF-10,Q R FEMALE CARRIER 1/2 BSP,AG-00010,Mouldshop Machine Spares
QRC-12-A,Q R FEMALE CARRIER 3/4 BSP,AG-00010,Mouldshop Machine Spares
QRP-06-FF-10,Q R MALE PROBE 3/8 BSP,AG-00010,Mouldshop Machine Spares
QRP-08-FF-10,Q R MALE PROBE 1/2 BSP,AG-00010,Mouldshop Machine Spares
R0103,"SLING 1 YELLOW 0,5 3000",AG-00010,Mouldshop Machine Spares
R0203,SLING 2 YELLOW 1 3000,AG-00010,Mouldshop Machine Spares
RIALAC.90,Material inlet bend 40mm,AG-00010,Mouldshop Machine Spares
RIALAM.0001,"Motor, 800W, for AM04",AG-00010,Mouldshop Machine Spares
RL10P,DESCALING SOLUTION (NON FUMING) 10KG,AG-00010,Mouldshop Machine Spares
RO502,ROUND SLING GREEN 2.5,AG-00010,Mouldshop Machine Spares
RSW1/8,EXHAUST REGULATOR WITH SILENCER 1/8 BSPP,AG-00010,Mouldshop Machine Spares
SC0100000,Steering Rollers 50mm with central fixing (wheel tooltemp),AG-00010,Mouldshop Machine Spares
SHS25,Safety Heat Sleeve,AG-00010,Mouldshop Machine Spares
SHS30,Safety Heat Sleeve,AG-00010,Mouldshop Machine Spares
SHS40,Safety Heat Sleeve,AG-00010,Mouldshop Machine Spares
SOL-930-1200K,HEAVY DUTY WIPES 10KG,AG-00010,Mouldshop Machine Spares
SP200-17,Stepped Clamp  Supportless Clamp for clamping hights 15-85 mm.,AG-00010,Mouldshop Machine Spares
SPZ 1340,DRIVE BELT GRANULATOR,AG-00010,Mouldshop Machine Spares
SS/FRS-06-04,3/8 TO 1/4 STAINLESS STEEL REDUCER FEMALE BUSH BSSP X BSSP,AG-00010,Mouldshop Machine Spares
SS35102011,Green on/off switch (suits SVLM control box),AG-00010,Mouldshop Machine Spares
SS5450105100,Black sticky facia/keypad (SVLM/SVLV),AG-00010,Mouldshop Machine Spares
STA-35-NEG-V90-,Screw Tip Assembly - 35mm - Negri Bossi,AG-00010,Mouldshop Machine Spares
STA-40-ARB-13862,Screw Tip Assembly - 40mm Arburg - Serial:,AG-00010,Mouldshop Machine Spares
STANDARD ANTITFREEZE,BLUE (205 LITRE),AG-00010,Mouldshop Machine Spares
TEF,PTFE TAPE,AG-00010,Mouldshop Machine Spares
TLC,"LEAF STYLE, TYPE J, 25MM X 15MM (ARBURG M/C 2=+3 THERMO)",AG-00010,Mouldshop Machine Spares
TT-188,TOOL TEMP TT-188 TEMPERATURE CONTROL UNIT B-0558,AG-00010,Mouldshop Machine Spares
TT137N,TEMPERATURE CONTROL UNIT (HIGH PRESSURE WATER UP TO 140C),AG-00010,Mouldshop Machine Spares
